Type,Num,Genus,Species,Family,ComName,Location,Collector,Contributor,Date,Notes
W,567,Rhizophora,Mucronata,Rhizophoraceae,"B'lukup","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,568,Rhus,Typhina,Anacardiaceae,"Unknown","Toronto, Ontario","J.H. White","",NaT,""
W,569,Rhus,Typhina,Anacardiaceae,"Unknown","Toronto, Ontario","J.H. White","",NaT,""
W,570,Rhus,Typhina,Anacardiaceae,"Unknown","Toronto, Ontario","J.H. White","",NaT,""
W,571,Ricinodendron,Rautanenii,Euphorbiaceae,"Mgongo","East Africa","J.R. Cosgrove","",NaT,""
W,572,Robinia,Pseudacacia,Unknown,"Unknown","England","J.R. Cosgrove","",NaT,""
W,573,Salix,Unknown,Salicaceae,"English Rew Willow","Europe","J.R. Cosgrove","",NaT,""
W,574,Salix,Unknown,Salicaceae,"Unknown","","J.H. White","",NaT,""
W,575,Schinus,Molle,Anacardiaceae,"Pepper Tree","Natal","J.R. Cosgrove","",NaT,""
W,576,Scorodocarpus,Borneensis,Olacaceae,"Kulim","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,577,Sequoia,Gigantea,Taxodiaceae,"Unknown","L.66","","",NaT,""
W,578,Sequoia,Gigantea,Taxodiaceae,"Unknown","L.172","","",NaT,""
W,579,Shorea,Unknown,Dipterocarpaceae,"Borneo Cedar, Red Seriah","Borneo","J.R. Cosgrove","",NaT,""
W,580,Shorea,Unknown,Dipterocarpaceae,"Borneo White Mahogany, White Seriah","Borneo","J.R. Cosgrove","",NaT,""
W,581,Shorea,Unknown,Dipterocarpaceae,"Mahobom Teak","Borneo","J.R. Cosgrove","",NaT,""
W,582,Shorea,Unknown,Dipterocarpaceae,"Balau","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,583,Shorea,Unknown,Dipterocarpaceae,"Seraya","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,584,Shorea,Unknown,Dipterocarpaceae,"Seraya","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,585,Siderodendron,Triflorum,Unknown,"Hackia","British Guiana","","",NaT,""
W,586,Simaruba,Amara,Simarubaceae,"Simarupa","British Guiana","J.R. Cosgrove","",NaT,""
W,587,Sloetia,Sideroxylon,Moraceae,"Tempenis(Tampenis, Tampinnis)","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,588,Sloetia,Sideroxylon,Moraceae,"Unknown","L.175","","",NaT,""
W,589,Sloetia,Sideroxylon,Moraceae,"Unknown","Malay States","J.R. Cosgrove","",NaT,""
W,590,Sophora,Tetraptera,Leguminosae - Papilionaceae,"Kowhai","New Zealand","J.R. Cosgrove","",NaT,""
W,591,Sterculia,Diversifolia,Sterculiaceae,"Currajong","Natal","J.R. Cosgrove","",NaT,""
W,592,Stereospermum,Kunthianum,Bignoniaceae,"Khash Khash Abiad","Sudan","J.R. Cosgrove","",NaT,""
W,593,Swietenia,Macrophylla,Meliaceae,"Mahogany","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,594,Swietenia,Mahagoni,Meliaceae,"Unknown","","S.J. Record","",NaT,""
W,595,Swietenia,Unknown,Meliaceae,"Honduras Mahogany","British Honduras","J.R. Cosgrove","",NaT,""
W,596,Swietenia,Unknown,Meliaceae,"Unknown","L.151","","",NaT,""
W,597,Syringa,Unknown,Oleaceae,"Lilac","Toronto, Ontario","J.H. White","",NaT,""
W,598,Tapirira,Guianensis,Anacardiaceae,"Duka","British Guiana","","Department of Lands and Mines",NaT,""
W,599,Tapirira,Guianensis,Anacardiaceae,"Duka","British Guiana","","Department of Lands and Mines",NaT,""
W,600,Taxus,Baccata,Unknown,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,601,Taxus,Baccata,Unknown,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,602,Taxus,Baccata,Unknown,"Unknown","","J.R. Cosgrove","",NaT,""
W,603,Taxus,Baccata,Unknown,"Unknown","L.163","","",NaT,""
W,604,Taxus,Baccata,Unknown,"Unknown","L.179","","",NaT,""
W,605,Taxus,Baccata,Unknown,"Unknown","","J.R. Cosgrove","",NaT,""
W,606,Taxus,Baccata,Unknown,"Unknown","","J.R. Cosgrove","",NaT,""
W,607,Taxus,Baccata,Taxaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,608,Tectona,Grandis,Verbenaceae,"Burma Teak","India","J.R. Cosgrove","",NaT,""
W,609,Tectona,Grandis,Verbenaceae,"Unknown","","J.R. Cosgrove (Loaned to T.W. Dwight/55)","",NaT,""
W,610,Tectona,Grandis,Verbenaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,611,Tectona,Unknown,Verbenaceae,"Unknown","Sp.","","",NaT,""
W,612,Tectona,Unknown,Verbenaceae,"Unknown","","E.J. Zavitz","",NaT,""
W,613,Terminalia,Bialata,Combretaceae,"White Chuglam","India","J.R. Cosgrove","",NaT,""
W,614,Terminalia,Bialata,Combretaceae,"Indian Silver Greywood","India","J.R. Cosgrove","",NaT,""
W,615,Terminalia,Glabra,Combretaceae,"Kumbak","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,616,Terminalia,Procera,Combretaceae,"White Bombway","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,617,Terminalia,Tomentosa,Combretaceae,"Indian Laurelwood","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,618,Terminalia,Glabra,Tetrameristaceae,"Poona","Borneo","J.R. Cosgrove","",NaT,""
W,619,Terminalia,Nilotica,Leguminosae - Mimosaceae,"Bishi","Sudan","J.R. Cosgrove","",NaT,""
W,620,Tilia,Unknown,Tiliaceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,621,Terminalia,Unknown,Sterculiaceae,"African Whitewood","West Africa","J.R. Cosgrove","",NaT,""
W,622,Tumion,Californicum,Taxaceae,"Unknown","L.70","","",NaT,""
W,623,Tumion,Californicum,Taxaceae,"Unknown","L.70","","",NaT,""
W,624,Tumion,Californicum,Taxaceae,"Unknown","","S.J. Record","",NaT,""
W,625,Tumion,Californicum,Taxaceae,"Unknown","","S.J. Record","",NaT,""
W,626,Tumion,Taxifoli,Taxaceae,"Unknown","","S.J. Record","",NaT,""
W,627,Tumion,Taxifoli,Taxaceae,"Unknown","","S.J. Record","",NaT,""
W,628,Ulmus,Alata,Ulmaceae,"Unknown","U.S.F.S.","","",NaT,""
W,629,Ulmus,Campestris,Ulmaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,630,Ulmus,Unknown,Ulmaceae,"Common English Elm","Europe","J.R. Cosgrove","",NaT,""
W,631,Ulmus,Unknown,Ulmaceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,632,Ulmus,Unknown,Ulmaceae,"Velvet Wood or Cork Elm","Siberia","H.R. Christie","",NaT,""
W,633,Vatairea,Guianensis,Unknown,"Arisauru","British Guiana","","Department of Lands and Mines",NaT,""
W,634,Vatairea,Guianensis,Unknown,"Arisauru","British Guiana","","Department of Lands and Mines",NaT,""
W,635,Vatica,Unknown,Dipterocardaceae,"Resak Putih","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,636,Viburnum,Lentago,Caprifoliaceae,"Unknown","Toronto, Ontario","J.H. White","",NaT,""
W,637,Viburnum,Lentago,Caprifoliaceae,"Unknown","Toronto, Ontario","J.H. White","",NaT,""
W,638,Vitex,Altissima,Verbenaceae,"Milla","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,639,Vitex,Lucens,Verbenaceae,"Puriri","New Zealand","J.R. Cosgrove","",NaT,""
W,640,Vitex,Lucens,Verbenaceae,"Puriri","New Zealand","","Forest Services",NaT,""
W,641,Weinmannia,Racemosa,Cunoniaceae,"Kamahi","New Zealand","","Forest Services",NaT,""
W,642,Weinmannia,Racemosa,Cunoniaceae,"Kamahi","New Zealand","","Forest Services",NaT,""
W,643,Xanthoxylum,Americanum,Rutaceae,"Strathroy","","J. Paine","",01-Jan-1923,""
W,644,Xylia,Dolabriformis,Leguminosae - Mimosaceae,"Pyinkado","India","J.R. Cosgrove","",NaT,""
W,645,Xymalos,Monospora,Monimiaceae,"Lemonwood","Natal","J.R. Cosgrove","",NaT,""
W,646,Zizyphus,Jujuba,Rhamnaceae,"Ilanthai","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,647,Zizyphus,Micronata,Rhamnaceae,"Siddir","Sudan","J.R. Cosgrove","",NaT,""
W,648,Nothofagus,Menziesil,Fagaceae,"Southland Beech, Silver Beech","New Zealand","J.R. Cosgrove","",NaT,""
W,649,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,650,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,651,Araparys,Unknown,Unknown,"Unknown","Br. Guiana","J.R. Cosgrove","",NaT,""
W,652,Dalli,Unknown,Unknown,"Unknown","British Guiana","","",NaT,""
W,653,Determa,Unknown,Unknown,"Unknown","British Guiana","","",NaT,""
W,654,Euraballi,Unknown,Unknown,"Unknown","British Guiana","","",NaT,""
W,655,Fukadi,Unknown,Unknown,"Unknown","British Guiana","","Department of Lands and Mines",NaT,""
W,656,Fukadi,Unknown,Unknown,"Unknown","British Guiana","","Department of Lands and Mines",NaT,""
W,657,Kabookalli,Unknown,Unknown,"Unknown","British Guiana","","",NaT,""
W,658,Kakeralli,Unknown,Unknown,"Black variety","British Guiana","","Department of Lands and Mines",NaT,""
W,659,Kakeralli,Unknown,Unknown,"Black variety","British Guiana","","Department of Lands and Mines",NaT,""
W,660,Morabukea,Unknown,Unknown,"Unknown","British Guiana","","Department of Lands and Mines",NaT,""
W,661,Phokadia,Unknown,Unknown,"Unknown","British Guiana","","",NaT,""
W,662,Tatabu,Unknown,Unknown,"Unknown","British Guiana","","Department of Lands and Mines",NaT,""
W,663,Tatabu,Unknown,Unknown,"Unknown","British Guiana","","Department of Lands and Mines",NaT,""
W,664,Camphor,Wood,Unknown,"Unknown","","E.J. Zavitz","",01-Jan-1912,""
W,665,Camphor,Wood,Unknown,"Unknown","","","",NaT,""
W,666,Unknown,Unknown,Dalbergia Latifolia,"East India Rosewood","L.135","","",NaT,""
W,667,Unknown,Unknown,Unknown,"East India Rosewood","L.135","","",NaT,""
W,668,Unknown,Unknown,Unknown,"East India Rosewood","L.135","","",NaT,""
W,669,Unknown,Unknown,Unknown,"East India Rosewood","L.135","","",NaT,""
W,670,Unknown,Unknown,Unknown,"East India Rosewood","L.135","","",NaT,""
W,671,Bauvudi,Unknown,Unknown,"Unknown","Fiji","Prof. Chant","",01-Jan-1922,""
W,672,Buabua,Unknown,Unknown,"Unknown","Fiji","Prof. Chant","",01-Jan-1922,""
W,673,Dakua,Unknown,Unknown,"Unknown","Fiji","Prof. Chant","",01-Jan-1922,""
W,674,Damanu,Unknown,Unknown,"Unknown","Fiji","Prof. Chant","",01-Jan-1922,""
W,675,Rosawa,Unknown,Unknown,"Unknown","Fiji","Prof. Chant","",01-Jan-1922,""
W,676,Sacau,Unknown,Unknown,"Unknown","Fiji","Prof. Chant","",01-Jan-1922,""
W,677,Vesi,Unknown,Unknown,"Unknown","Fiji","Prof. Chant","",01-Jan-1922,""
W,678,Yaka,Unknown,Unknown,"Unknown","Fiji","Prof. Chant","",01-Jan-1922,""
W,679,Yaka,Unknown,Unknown,"Unknown","Fiji","Prof. Chant","",01-Jan-1922,""
W,680,Philippine,Mahogany,Unknown,"Unknown","","Commercial","",NaT,""
W,681,Philippine,Mahogany,Dipterucampaceae,"Unknown","","","",NaT,""
W,682,Philippine,Mahogany,Unknown,"Unknown","","","",NaT,""
W,683,Unknown,Unknown,Unknown,"Black Butt","Western Australia","Prof. Chant","",01-Jan-1922,""
W,684,Unknown,Unknown,Unknown,"Morrell","Western Australia","Prof. Chant","",01-Jan-1922,""
W,685,Unknown,Unknown,Unknown,"Native Pear","Western Australia","Prof. Chant","",01-Jan-1922,""
W,686,Unknown,Unknown,Unknown,"Red Gum","Western Australia","Prof. Chant","",01-Jan-1922,""
W,687,Unknown,Unknown,Unknown,"Salmon Gum","Western Australia","Prof. Chant","",01-Jan-1922,""
W,688,Unknown,Unknown,Unknown,"Tuart","Western Australia","Prof. Chant","",01-Jan-1922,""
W,689,Unknown,Unknown,Unknown,"Wondoo","Western Australia","Prof. Chant","",01-Jan-1922,""
W,690,Unknown,Unknown,Unknown,"Yate","Western Australia","Prof. Chant","",01-Jan-1922,""
W,691,Unknown,Unknown,Unknown,"York Gum","Western Australia","Prof. Chant","",01-Jan-1922,""
W,692,Unknown,Unknown,Unknown,"Brown Ebony","","Commercial","",NaT,""
W,693,Unknown,Unknown,Unknown,"Ebony","","Commercial","",NaT,""
W,694,Unknown,Unknown,Unknown,"Lignum-Vitae","","Commercial","",NaT,""
W,695,Unknown,Unknown,Unknown,"Padauk","","","",NaT,""
W,696,Unknown,Unknown,Unknown,"Sandalwood","","R.M. Watt","",NaT,""
W,697,Unknown,Unknown,Unknown,"Sandalwood","","R.M. Watt","",NaT,""
W,698,Abies,Pindrow,Unknown,"Himalayan Silver Fir","India","","",NaT,""
W,699,Adina,Cordifolia,Rubiaceae,"Haldu","India","","",NaT,""
W,700,Albizzia,Lebbek,Leguminosae - Mimosaceae,"Kokko","India","","",NaT,""
W,701,Anogeissus,Acuminata,Combretaceae,"Yon","India","","",NaT,""
W,702,Anogeissus,Latifolia,Combretaceae,"Axlewood","India","","",NaT,""
W,703,Artocarpus,Hirsuta,Moraceae,"Aini","India","","",NaT,""
W,704,Bischofia,Javanica,Euphorbiaceae,"Bishop Wood","India","","",NaT,""
W,705,Bombax,Insigne,Bombacaceae,"Didu","India","","",NaT,""
W,706,Bombax,Malabaricum,Bombacaceae,"Semul","India","","",NaT,""
W,707,Boswellia,Serrata,Burseraceae,"Salai","India","","",NaT,""
W,708,Calophyllum,Tomentosum,Guttiferae,"Poon","India","","",NaT,""
W,709,Canarium,Euphyllum,Burseraceae,"Dhup","India","","",NaT,""
W,710,Cullenia,Excelsa,Bombaceae,"Karani","","","",NaT,""
W,711,Dalbergia,Latifolia,Leguminosae - Papilionaceae,"Indian Rosewood","India","","",NaT,""
W,712,Dalbergia,Sissoo,Leguminosae - Papilionaceae,"Sissoo","India","","",NaT,""
W,713,Dipterocarpus,Indicus,Dipterocardaceae,"Gurjun","India","","",NaT,""
W,714,Dipterocarpus,Indicus,Dipterocardaceae,"Gurjun","India","","",NaT,""
W,715,Dipterocarpus,Pilosus,Dipterocardaceae,"Hollong","India","","",NaT,""
W,716,Dipterocarpus,Tuberculatus,Dipterocardaceae,"Indian Rosewood","India","","",NaT,""
W,717,Dipterocarpus,Tuberculatus,Dipterocardaceae,"Gurjun","India","","",NaT,""
W,718,Eugenia,Jambolana,Myrtaceae,"Jaman","India","","",NaT,""
W,719,Hopea,Parviflora,Dipterocardaceae,"Hopea","India","","",NaT,""
W,720,Lagerstroemia,Hypoleuca,Lytheraceae,"Andaman Pyinma","India","","",NaT,""
W,721,Lagerstroemia,Lanceolata,Lytheraceae,"Benteak","India","","",NaT,""
W,722,Prashorea,Stellata,Dipterocardaceae,"Tavoy Wood","India","","",NaT,""
W,723,Picea,Morinda,Pinaceae,"Himalayan Spruce","India","","",NaT,""
W,724,Pinus,Excelsa,Pinaceae,"Blue Pine","India","","",NaT,""
W,725,Pinus,Longifolia,Pinaceae,"Chir","India","","",NaT,""
W,726,Pterocarpus,Dalbergiodes,Leguminosae - Papilionaceae,"Andaman Padauk","India","","",NaT,""
W,727,Pterocarpus,Macrocarpus,Leguminosae - Papilionaceae,"Burma Padauk","India","","",NaT,""
W,728,Pterocarpus,Marsupium,Leguminosae - Papilionaceae,"Bijasal","India","","",NaT,""
W,729,Schima,Wallichii,Theaceae,"Needle Wood","India","","",NaT,""
W,730,Sterculia,Campanulata,Sterculiaceae,"Papita","India","","",NaT,""
W,731,Sterculia,Urens,Sterculiaceae,"Gular","India","","",NaT,""
W,732,Swietenia,Mahagoni,Meliaceae,"Mahogany","India","","",NaT,""
W,733,Tectona,Grandis,Verbenaceae,"Teak","India","","",NaT,""
W,734,Terminalia,Bialata,Combretaceae,"White Chuglam","India","","",NaT,""
W,735,Terminalia,Manii,Unknown,"Black Chuglan","India","","",NaT,""
W,736,Terminalia,Myriocarpa,Combretaceae,"Panisaj","India","","",NaT,""
W,737,Terminalia,Paniculata,Combretaceae,"Kindal","India","","",NaT,""
W,738,Terminalia,Procera,Combretaceae,"Badam","India","","",NaT,""
W,739,Terminalia,Tomentosa,Combretaceae,"Laurel","India","","",NaT,""
W,740,Xylia,Dolabriformis,Leguminosae - Mimosaceae,"Pyinkado","India","","",NaT,""
W,741,Xylia,Xylocarpa,Leguminosae - Mimosaceae,"Irul","India","","",NaT,""
W,742,Albizzia,Acle,Leguminosae - Mimosaceae,"Acle","Philippine Islands","","",NaT,""
W,743,Alstonia,Macrophylla,Apocynaceae,"Batino","Philippine Islands","","",NaT,""
W,744,Anisoptera,Unknown,Dipterocardaceae,"Palosapis","Philippine Islands","","",NaT,""
W,745,Artocarpus,Unknown,Moraceae,"Anubing","Philippine Islands","","",NaT,""
W,746,Beilschmiedia,Cairocan,Lauraceae,"Malacadios","Philippine Islands","","",NaT,""
W,747,Calophyllum,Unknown,Guttiferae,"Palo Maria","Philippine Islands","","",NaT,""
W,748,Diospyros,Unknown,Ebenaceae,"Camagon","Philippine Islands","","",NaT,""
W,749,Dipterocarpus,Affinis,Dipterocardaceae,"Panao or Jagacjac","Philippine Islands","","",NaT,""
W,750,Dipterocarpus,Grandiflorus,Dipterocardaceae,"Apitong","Philippine Islands","","",NaT,""
W,751,Dipterocarpus,Vernicifluus,Dipterocardaceae,"Balao","Philippine Islands","","",NaT,""
W,752,Eugewia,Unknown,Myrtaceae,"Macaasim","Philippine Islands","","",NaT,""
W,753,Homalium,Unknown,Flacourtiaceae,"Aranga","Philippine Islands","","",NaT,""
W,754,Hopea,Acuminata,Dipterocardaceae,"Mangachapuy","Philippine Islands","","",NaT,""
W,755,Hopea,Philippinensis,Dipterocardaceae,"Guisoc-guisoc","Philippine Islands","","",NaT,""
W,756,Illipe,Betis,Sapotaceae,"Betis","Philippine Islands","","",NaT,""
W,757,Intsia,Unknown,Leguminosae-Caesalpiniaceae,"Ipil","Philippine Islands","","",NaT,""
W,758,Kingiodendron,Alternifolium,Leguminosae-Caesalpiniaceae,"Batete","Philippine Islands","","",NaT,""
W,759,Koordersiondendron,Pinnatum,Anacardiaceae,"Amuguis","Philippine Islands","","",NaT,""
W,760,Lagerstroemia,Piriformis,Lythraceae,"Batitinan","Philippine Islands","","",NaT,""
W,761,Lagerstroemia,Speciosa,Lythraceae,"Banaba","Philippine Islands","","",NaT,""
W,762,Nauclea,Unknown,Rubiaceae,"Calamansanay","Philippine Islands","","",NaT,""
W,763,Pahudia,Rhomboidea,Leguminosae-Caesalpiniaceae,"Tindalo","Philippine Islands","","",NaT,""
W,764,Parashorea,Plicata,Dipterocardaceae,"Bagtican-lauan","Philippine Islands","","",NaT,""
W,765,Parinarium,Unknown,Rosaceae,"Liusin","Philippine Islands","","",NaT,""
W,766,Pterocarpus,Unknown,Leguminosae-Caesalpiniaceae,"Narra","Philippine Islands","","",NaT,""
W,767,Shorea,Balangeran,Dipterocardaceae,"Yacal","Philippine Islands","","",NaT,""
W,768,Shorea,Furfuraceae,Dipterocardaceae,"Almon","Philippine Islands","","",NaT,""
W,769,Shorea,Guiso,Dipterocardaceae,"Guijo or guiso","Philippine Islands","","",NaT,""
W,770,Shorea,Polysperma,Dipterocardaceae,"Tanguile","Philippine Islands","","",NaT,""
W,771,Shorea,Unknown,Dipterocardaceae,"Red Lauan","Philippine Islands","","",NaT,""
W,772,Sindora,Supa,Leguminosae-Caesalpiniaceae,"Supa","Philippine Islands","","",NaT,""
W,773,Sonneratia,Pagatpat,Sonneratiaceae,"Pagatpat","Philippine Islands","","",NaT,""
W,774,Tarrietia,Javanica,Sterculiaceae,"Lumbayao","Philippine Islands","","",NaT,""
W,775,Wallaceodendron,Celebicum,Leguminosae - Mimosaceae,"Banuyo","Philippine Islands","","",NaT,""
W,776,Vitex,Parviflora,Verbenaceae,"Molave","Philippine Islands","","",NaT,""
W,777,Abies,Grandis,Pinaceae,"Lowland Fir","U.S.F.S.","","",NaT,""
W,778,Abies,Nobilis,Pinaceae,"Noble Fir","U.S.F.S.","","",NaT,""
W,779,Aesculus,Octandra,Hippocastanaceae,"Yellow Buckeye","U.S.F.S.","","",NaT,""
W,780,Cornus,Florida,Cornaceae,"Flowering Dogwood","U.S.F.S.","","",NaT,""
W,781,Quercus,Densiflora,Fagaceae,"Tanbark Oak","U.S.F.S.","","",NaT,""
W,782,Quercus,Garryana,Fagaceae,"Pacific White Oak","U.S.F.S.","","",NaT,""
W,783,Quercus,Prinus,Fagaceae,"Chestnut Oak","U.S.F.S.","","",NaT,""
W,784,Nyssa,Biflora,Nyssaceae,"Water Gum","U.S.F.S.","","",NaT,""
W,785,Nyssa,Aquatica,Nyssaceae,"Cotton Gum","U.S.F.S.","","",NaT,""
W,786,Swietenia,Mahagoni,Meliceae,"Mahogany","U.S.F.S.","","",NaT,""
W,787,Abies,Grandis,Pinaceae,"Lowland Fir","D.F.S.","","",NaT,""
W,788,Abies,Lasiocarpa,Pinaceae,"Alpine Fir","D.F.S.","","",NaT,""
W,789,Pinus,Rigida,Pinaceae,"Pitch Pine","D.F.S.","","",NaT,""
W,790,Juniperus,Scopulorum,Cupressaceae,"Rocky Mountain Juniper","D.F.S.","","",NaT,""
W,791,Betula,Fontinalis,Betulaceae,"Mountain Birch","D.F.S.","","",NaT,""
W,792,Betula,Occidentalis,Betulaceae,"Western Birch","D.F.S.","","",NaT,""
W,793,Carya,Cordiformis,Juglandaceae,"Bitternut Hickory","D.F.S.","","",NaT,""
W,794,Quercus,Garryana,Fagaceae,"Garry Oak","D.F.S.","","",NaT,""
W,795,Quercus,Palustris,Fagaceae,"Pin Oak","D.F.S.","","",NaT,""
W,796,Acer,Circinatum,Aceraceae,"Vine Maple","D.F.S.","","",NaT,""
W,797,Arbutus,Menziesii,Ericaceae,"Madrona","D.F.S.","","",NaT,""
W,798,Cornus,Nuttallii,Cornaceae,"Western Dogwood","D.F.S.","","",NaT,""
W,799,Rhamnus,Purshiana,Rhamnaceae,"Cascara Buckthorn","D.F.S.","","",NaT,""
W,800,Dirca,Palustris,Thymelaeaceae,"Achray","","A. Crealock","",NaT,""
W,801,Yucca,Gloriosa,Liliaceae,"California","","Prof. E. Fritz","",NaT,""
W,802,Toona,Calantas,Meliaceae,"Calantas","Philippine Islands","","",NaT,""
W,803,Chlorophora,Excelsa,Moraceae,"Iroko","","J.R. Cosgrove","",NaT,""
W,804,Triplochiton,Unknown,Sterculiaceae,"Obeche","","J.R. Cosgrove","",NaT,""
W,805,Entandrophragma,Unknown,Meliaceae,"Sapele Mahogany","","J.R. Cosgrove","",NaT,""
W,806,Aucoumea,Klaineana,Burseraceae,"Gaboon Mahogany","","J.R. Cosgrove","",NaT,""
W,807,Mitragyne,Stipulosa,Rubiaceae,"Abura Wood","","J.R. Cosgrove","",NaT,""
W,808,Juniperus,Procera,Cupressaceae,"East African Pencil Wood","","J.R. Cosgrove","",NaT,""
W,809,Fraxinus,Excelsior,Oleaceae,"Unknown","","","",NaT,""
W,810,Fagus,Sylvatica,Fagaceae,"Unknown","L.345","","",NaT,""
W,811,Fagus,Sylvatica,Fagaceae,"Unknown","L.346","","",NaT,""
W,812,Pseudotsuga,Taxifolia,Pinaceae,"Unknown","L.347","","",NaT,""
W,813,Ulmus,Campestris,Ulmaceae,"Unknown","L.348","","",NaT,""
W,814,Ulmus,Major,Ulmaceae,"Unknown","L.349","","",NaT,""
W,815,Ulmus,Glabra,Ulmaceae,"Unknown","L.350","","",NaT,""
W,816,Castanea,Sativa,Fagaceae,"Unknown","L.351","","",NaT,""
W,817,Picea,Abiea,Pinaceae,"Unknown","L.352","","",NaT,""
W,818,Picea,Sitchensis,Pinaceae,"Unknown","L.353","","",NaT,""
W,819,Pinus,Sylvestris,Pinaceae,"Unknown","L.354","","",NaT,""
W,820,Pinus,Sylvestris,Pinaceae,"Unknown","L.354","","",NaT,""
W,821,Pinus,Pinaster,Pinaceae,"Unknown","L.355","","",NaT,""
W,822,Pinus,Pinaster,Pinaceae,"Unknown","L.355","","",NaT,""
W,823,Zelkova,Crenata,Ulmaceae,"Unknown","L.356","","",NaT,""
W,824,Juglans,Regia,Juglandacere,"Unknown","L.357","","",NaT,""
W,825,Quercus,Robur,Fagaceae,"Unknown","L.358","","",NaT,""
W,826,Taxus,Baccata,Taxaceae,"Unknown","L.359","","",NaT,""
W,827,Populus,Unknown,Salicaceae,"Unknown","L.360","","",NaT,""
W,828,Nothofagus,Cunninghamii,Fagaceae,"Unknown","L.361","","",NaT,""
W,829,Eucalyptus,Paniculata,Myrtaceae,"Unknown","L.362","","",NaT,""
W,830,Eucalyptus,Microcorys,Myrtaceae,"Unknown","L.363","","",NaT,""
W,831,Castanospermum,Australe,Leguminosae - Papilionaceae,"Unknown","L.364","","",NaT,""
W,832,Eucalyptus,Diversicolor,Myrtaceae,"Unknown","L.365","","",NaT,""
W,833,Eucalyptus,Marginata,Myrtaceae,"Unknown","L.366","","",NaT,""
W,834,Eucalyptus,Obliqua,Myrtaceae,"Unknown","L.367","","",NaT,""
W,835,Endiandra,Palmerstonii,Lauraceae,"Unknown","L.369","","",NaT,""
W,836,Dacrydium,Cupressinum,Podocarpaceae,"Unknown","L.370","","",NaT,""
W,837,Agathis,Sustralis,Araucariaceae,"Unknown","L.371","","",NaT,""
W,838,Nothofagus,Menziesii,Fagaceae,"Unknown","L.372","","",NaT,""
W,839,Beilschmiedia,Tawa,Lauraceae,"Unknown","L.373","","",NaT,""
W,840,Podocarpus,Spicatus,Podocarpaceae,"Unknown","L.374","","",NaT,""
W,841,Podocarpus,Dacrydioides,Podocarpaceae,"Unknown","L.375","","",NaT,""
W,842,Swietenia,Macrophylla,Meliaceae,"Unknown","L.376","","",NaT,""
W,843,Terminalia,Bialata,Meliaceae,"Unknown","L.377","","",NaT,""
W,844,Tectona,Grandis,Verbenaceae,"Unknown","L.379","","",NaT,""
W,845,Dipteroccarpus,Unknown,Dipterocardaceae,"Unknown","L.380","","",NaT,""
W,846,Terminalia,Tomentosa,Combretaceae,"Unknown","L.381","","",NaT,""
W,847,Entandrophragma,Septentrionale,Meliaceae,"Unknown","L.382","","",NaT,""
W,848,Mitragyne,Stipulosa,Rubiaceae,"Unknown","L.383","","",NaT,""
W,849,Sarcocephalus,Esculentus,Rubiaceae,"Unknown","L.386","","",NaT,""
W,850,Gossweilerodendron,Balsamiferum,Leguminosae-Caesalpiniaceae,"Unknown","L.387","","",NaT,""
W,851,Maesopsis,Emenii,Rhamnaceae,"Unknown","L.389","","",NaT,""
W,852,Khaya,Anthotheca,Meliaceae,"Unknown","L.390","","",NaT,""
W,853,Olea,Hochstetteri,Oleaceae,"Unknown","L.391","","",NaT,""
W,854,Dialium,Unknown,Leguminosae-Caesalpiniaceae,"Unknown","L.392","","",NaT,""
W,855,Swietenia,Macrophylla,Meliceae,"Unknown","L.393","","",NaT,""
W,856,Calophyllum,Antillanum,Guttiferae,"Unknown","L.394","","",NaT,""
W,857,Eperua,Falcata,Leguminosae-Caesalpiniaceae,"Unknown","L.397","","",NaT,""
W,858,Pinus,Sylvestris,Pinaceae,"Unknown","L.398","","",NaT,""
W,859,Pinus,Sylvestris,Pinaceae,"Unknown","L.399","","",NaT,""
W,860,Fagus,Sylvatica,Fagaceae,"Unknown","L.400","","",NaT,""
W,861,Dirca,Palustris,Thymelaeaceae,"Marmora","","J.H. White","",01-Jan-1912,""
