Type,Num,Genus,Species,Family,ComName,Location,Collector,Contributor,Date,Notes
L,454,Chamaecyparis,Nootkatensis,Unknown,"Unknown","","","B.C. For. Prods. Lab.",01-Jan-1935,""
L,455,Larix,Occidentalis,Unknown,"Unknown","","","B.C. For. Prods. Lab.",01-Jan-1935,""
L,456,Larix,Laricina,Unknown,"Unknown","Kapuskasing","G.G. Cosens","",NaT,""
L,457,Picea,Mariana,Unknown,"Unknown","Kapuskasing","G.G. Cosens","",NaT,""
L,458,Picea,Glauca,Unknown,"Unknown","Kapuskasing","G.G. Cosens","",NaT,""
L,459,Populus,Tremuloides,Unknown,"Unknown","Kapuskasing","G.G. Cosens","",NaT,""
L,460,Populus,Balsamifera,Unknown,"Unknown","Kapuskasing","G.G. Cosens","",NaT,""
L,461,Abies,Balsamea,Unknown,"Unknown","Kapuskasing","G.G. Cosens","",NaT,""
L,462,Pinus,Strobus,Unknown,"Unknown","Timegami","G.G. Cosens","",NaT,""
L,463,Pinus,Resinosa,Unknown,"Unknown","Timegami","G.G. Cosens","",NaT,""
L,464,Pinus,Illegible,Unknown,"Unknown","Fort Frances","M.A. Mathieu,","",01-Jan-1944,""
L,465,Sorbus,Americana,Unknown,"Unknown","Quebec","G.G. Cosens","",01-Jan-1945,""
L,466,Liriodendron,Tulipifera,Unknown,"Unknown","","Commercial","",01-Jan-1947,""
L,467,Pinus,Flexilis,Unknown,"Unknown","Seebe, Alberta","J.W.C. Arlidge K.F.E.S.","",01-Jan-1950,""
W,1,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,2,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,3,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,4,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,5,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,6,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,7,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,8,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,9,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,10,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,11,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,12,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,13,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,14,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,15,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,16,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,17,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,18,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,19,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,20,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,21,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,22,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,23,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,24,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,25,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,26,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,27,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,28,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,29,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,30,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,31,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,32,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,33,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,34,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,35,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,36,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,37,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,38,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,39,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,40,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,41,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,42,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,43,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,44,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,45,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,46,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,47,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,48,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,49,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,50,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,51,Acer,Pennsylvatica,Unknown,"Striped maple","","","",NaT,""
W,52,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,53,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,54,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,55,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,56,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,57,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,58,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,59,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,60,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,61,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,62,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,63,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,64,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,65,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,66,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,67,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,68,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,69,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,70,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,71,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,72,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,73,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,74,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,75,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,76,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,77,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,78,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,79,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,80,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,81,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,82,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,83,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,84,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,85,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,86,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,87,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,88,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,89,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,90,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,91,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,92,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,93,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,94,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,95,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,96,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,97,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,98,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,99,Ulmus,Alata,Unknown,"Unknown","Trinity, Texas","T.W. Dwight","",01-Jan-1911,""
W,100,Diospyros,Virginiana,Unknown,"Unknown","Trinity, Texas","T.W. Dwight","",01-Jan-1911,""
W,101,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,102,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,103,Planera,Aquatic,Unknown,"Unknown","Trinity, Texas","T.W. Dwight","",01-Jan-1911,""
W,104,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,105,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,106,Abies,Magnifica,Unknown,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,107,Abies,Bracteata,Unknown,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,108,Fraxinus,Profunda,Unknown,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,109,Abies,Fraseri,Unknown,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,110,Planera,Aquatic,Unknown,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,111,Castanea,Pumila,Fagaceae,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,112,Ulmus,Serotina,Ulmaceae,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1913,""
W,113,Diospyros,Virginiana,Nyssaceae,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,114,Nyssa,Capitate,Betulaceae,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,115,Betula,Betula,Ulmaceae,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1914,""
W,116,Betula,Betula,Annonaceae,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,117,Ulmus,Alata,Juglandaceae,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,118,Asimina,Triloba,Pinaceae,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1915,""
W,119,Carya,Aquatic,Juglandaceae,"Unknown","","E.C Jeffrey","Harvard",01-Jan-1911,""
W,120,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,121,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,122,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,123,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,124,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,125,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,126,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,127,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,128,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,129,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,130,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,131,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,132,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,133,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,134,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,135,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,136,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,137,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,138,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,139,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,140,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,141,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,142,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,143,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,144,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,145,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,146,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,147,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,148,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,149,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,150,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,151,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,152,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,153,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,154,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,155,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,156,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,157,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,158,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,159,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,160,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,161,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,162,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,163,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,164,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,165,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,166,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,167,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,168,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,169,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,170,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,171,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,172,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,173,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,174,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,175,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,176,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,177,Unknown,Unknown,Unknown,"Unknown","","","",NaT,""
W,178,Abies,Grandis,Pinaceae,"Unknown","","S.J. Record","",NaT,""
W,179,Abies,Magnifica,Pinaceae,"Unknown","","S.J. Record","",NaT,""
W,180,Abies,Nobilis,Pinaceae,"Unknown","","S.J. Record","",NaT,""
W,181,Acacia,Albida,Leguminosae-mimosaceae,"Unknown","Sudan","J.R. Cosgrove","",NaT,""
W,182,Acacia,Dealbata,Leguminosae-mimosaceae,"Silver Wattle","Natal","J.R. Cosgrove","",NaT,""
W,183,Acacia,Decurrens,Leguminosae-mimosaceae,"Black Wattle","Natal","J.R. Cosgrove","",NaT,""
W,184,Acacia,Melanoxylon,Leguminosae-mimosaceae,"Blackwood","Natal","J.R. Cosgrove","",NaT,""
W,185,Acacia,Mollissima,Leguminosae-mimosaceae,"Black Wattle","South Africa","J.R. Cosgrove","",NaT,""
W,186,Acacia,Sengal,Leguminosae-mimosaceae,"Hashab","Sudan","J.R. Cosgrove","",NaT,""
W,187,Acer,Obtusatum,Aceraceae,"Unknown","Cyprus","J.R. Cosgrove","",NaT,""
W,188,Acer,Pseudoplatanus,Aceraceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,189,Achras,Sapota,Sapotaceae,"Sapodilla","Br. Honduras","J.R. Cosgrove","",NaT,""
W,190,Actinodaphne,Unknown,Lauraceae,"Medang Kuning","Queensland","J.R. Cosgrove","",NaT,""
W,191,Afzelia,Bijuga,Leguminosae-Caesalpiniaceae,"Vesi","Fiji","J.R. Cosgrove","",NaT,""
W,192,Afzelia,Plembanica,Leguminosae-Caesalpiniaceae,"Merabau","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,193,Agathis,Australis,Araucariacea,"Kauri","New Zealand","J.R. Cosgrove","",NaT,""
W,194,Agathis,Australis,Araucariacea,"Kauri","New Zealand","J.R. Cosgrove","",NaT,""
W,195,Agathis,Vitiensis,Araucariacea,"Unknown","Fiji","J.R. Cosgrove","",NaT,""
W,196,Ailanthus,Glandulosa,Simarubrceae,"Unknown","Cyprus","J.R. Cosgrove","",NaT,""
W,197,Ailanthus,Glandulosa,Simarubrceae,"Unknown","Toronto, Ontario","","",NaT,""
W,198,Ailanthus,Glandulosa,Simarubrceae,"Unknown","Toronto, Ontario","","",NaT,""
W,199,Ailanthus,Glandulosa,Simarubrceae,"Unknown","Toronto, Ontario","","",NaT,""
W,200,Albizzia,Lebbek,Unknown,"Kokko","India","J.R. Cosgrove","",NaT,""
W,201,Albizzia,Odoratissima,Leguminosae-mimosaceae,"Suriya","Ceylon, Sk, Canada","","",NaT,""
W,202,Albizzia,Stipulate,Leguminosae-mimosaceae,"Unknown","Ceylon, Sk, Canada","","",NaT,""
W,203,Alnus,Unknown,Betulaceae,"Russian alder","","","",NaT,""
W,204,Alseodaphne,Semicarpifolia,Lauraceae,"Ranai","Ceylon, Sk, Canada","","",NaT,""
W,205,Andira,Inermis,Leguminosae-papilionaceae,"Angeline Wood","","Tobago","Botanical Station",NaT,""
W,206,Discard,Unknown,Unknown,"Unknown","","","",NaT,""
W,207,Artocarpus,Integrifolia,Moraceae,"Ceylon Jackwood","India","J.R. Cosgrove","",NaT,""
W,208,Artocarpus,Lancifolia,Moraceae,"Keladang","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,209,Artocarpus,Nobilid,Moraceae,"Unknown","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,210,Aspidosperm,Unknown,Apocynaceae,"Yaruru White variety","British Guiana","","Department of Lands and Mines",NaT,""
W,211,Avicennia,Officinalis,Verbenaceae,"Api-Api","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,212,Azadirachta,Indicia,Meliaceaw,"Seriya","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,213,Baikiaea,Plurijuga,Leguminosae-caesalpiniaceae,"Rhodesian Teak","East Africa","J.R. Cosgrove","",NaT,""
W,214,Balanocarpus,Heimii,Dipterocarpaceae,"Chengal, Penak","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,215,Balanocarpus,Maximus,Dipterocarpaceae,"Chengal","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,216,Beilschmiedia,Taraire,Lauraceae,"Taraire","New Zealand","","Forest Services",NaT,""
W,217,Beilschmiedia,Tawa,Lauraceae,"Tawa","New Zealand","J.R. Cosgrove","",NaT,""
W,218,Beilschmiedia,Tawa,Lauraceae,"Unknown","New Zealand","J.R. Cosgrove","",NaT,""
W,219,Beilschmiedia,Tawa,Lauraceae,"Unknown","New Zealand","J.R. Cosgrove","",NaT,""
W,220,Betula,Alba,Betulaceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,221,Betula,Alba,Betulaceae,"Now "" B. pendula""","Europe","J.R. Cosgrove","",NaT,""
W,222,Betula,Alba,Betulaceae,"Now "" B. pendula""","Europe","J.R. Cosgrove","",NaT,""
W,223,Bombax,Malabaricum,Bombaceae,"Unknown","D.C.","J.R. Cosgrove","",NaT,""
W,224,Bosistoa,Sapindiformis,Rutaceae,"Union Nut","Queensland","J.R. Cosgrove","",NaT,""
W,225,Bruguiera,Parviflora,Rhizophoraceae,"Lenggadi","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,226,Buxus,Buxaceae,Unknown,"Unknown","","Commercial","",NaT,""
W,227,Buxus,Buxaceae,Unknown,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,228,Calophyllum,Bracteatum,Guttiferae,"Walukina","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,229,Calophyllum,Cerasiferum,Guttiferae,"Damanu","Fiji","J.R. Cosgrove","",NaT,""
W,230,Calophyllum,Inophyllum,Guttiferae,"Tatamaka","Mauritius","J.R. Cosgrove","",NaT,""
W,231,Calophyllum,Inophyllum,Guttiferae,"Penaga","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,232,Calophyllum,Unknown,Guttiferae,"Bintangor","Atrts. Settlements","J.R. Cosgrove","",NaT,""
W,233,Canarium,Muririanum,Burseraceae,"Colophane","Mauritius","J.R. Cosgrove","",NaT,""
W,234,Canthium,Didymium,Unknown,"Pandaru","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,235,Carallia,Calycina,Rhizophoraceae,"Ubberiya","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,236,Carapa,Guianeaaia,Meliaceae,"Crabwood","British Guiana","J.R. Cosgrove","",NaT,""
W,237,Carapa,Guianensis,Meliaceae,"Mahogany or crabwood","British Guiana","","Department of Lands and Mines",NaT,""
W,238,Carapa,Guianensis,Meliaceae,"Mahogany or crabwood","British Guiana","","Department of Lands and Mines",NaT,""
W,239,Carapa,Guianensis,Proteaceae,"Silky oak","Australia","J.R. Cosgrove","",NaT,""
W,240,Cardwellia,Sublimite,Unknown,"Silky Oak","Australia","J.R. Cosgrove","",NaT,""
W,241,Casearia,Praecox,Flacourtiaceae,"West Indian Boxwood","West Indies","J.R. Cosgrove","",NaT,""
W,242,Casearia,Praecox,Flacourtiaceae,"West Indian Boxwood","","J.R. Cosgrove","",NaT,""
W,243,Casearia,Praecox,Flacourtiaceae,"Unknown","L.184","J.R. Cosgrove","",NaT,""
W,244,Castanea,Sativa,Fagaceae,"Sweet Chestnut","Europe","J.R. Cosgrove","",NaT,""
W,245,Castanea,Sativa,Fagaceae,"Sweet Chestnut","Europe","J.R. Cosgrove","",NaT,""
W,246,Castanea,Sativa,Fagaceae,"Unknown","Europe","J.R. Cosgrove","",NaT,""
W,247,Castanopsis,Chrysophylla,Betulaceae,"Unknown","L.67","","",NaT,""
W,248,Castanospermum,Australe,Saxifragaceae,"Black Bean","Australia","J.R. Cosgrove","",NaT,""
W,249,Casuarina,Unknown,Casuarinaceae,"Beefwood","Natal","J.R. Cosgrove","",NaT,""
W,250,Cedrela,Odorata,Meliaceae,"Kuruna or Red Cedar","British Guiana","","Department of Lands and Mines",NaT,""
W,251,Cedrela,Odorata,Meliaceae,"Kuruna or Red Cedar","British Guiana","","Department of Lands and Mines",NaT,""
W,252,Cedrela,Odorata,Meliaceae,"West Indian Cedar","Tobago","","Botanical Station",NaT,""
W,253,Cedrela,Odorata,Meliaceae,"Unknown","","","",NaT,""
W,254,Cedrela,Odorata,Meliaceae,"Unknown","","","",NaT,""
W,255,Cedrela,Toona,Meliaceae,"Red Cedar","Queensland","J.R. Cosgrove","",NaT,""
W,256,Cedrus,Brevifoloia,Pinaceae,"Cedar of Lebanon","Cyprus","J.R. Cosgrove","",NaT,""
W,257,Cedrus,Deodara,Pinaceae,"Unknown","","J.R. Cosgrove","",NaT,""
W,258,Cedrus,Unknown,Pinacee,"Unknown","England","J.R. Cosgrove","",NaT,""
W,259,Celtis,Kraussiana,Unknown,"Camdeboo Stinkwood","Natal","J.R. Cosgrove","",NaT,""
W,260,Ceratopetalum,Apetalum,Cunoniaceae,"Coachwood","Australia","J.R. Cosgrove","",NaT,""
W,261,Abies,Lasiocarpa,Pinaceae,"Unknown","","S.J. Record","",NaT,""
W,262,Acer,Pseudoplatanus,Aceraceae,"Unknown","","","",NaT,""
W,263,Achras,Zapota,Sapotaceae,"Sapodilla","British Guiana","","",NaT,""
W,264,Chlorophora,Excelsa,Moraceae,"W. African Teak","West Africa","J.R. Cosgrove","",NaT,""
W,265,Chlorophora,Tinctoria,Moraceae,"Fustic Wood","Tobago","","Botanical Station",NaT,""
W,266,Chlorophora,Tinctoria,Moraceae,"Fustic Wood","Jamaica","","",NaT,""
W,267,Cistanthern,Unknown,Tiliaceae,"Danta","L.278","","",NaT,""
W,268,Cladrastis,Lutea,Leguminosae - Papilionaceae,"Unknown","Ottawa Arboretum","","",01-Jan-2011,""
W,269,Copaifera,Pubiflora,Leguminosae - Caesalpiniaceae,"Purpleheart (Korunurelli variety)","British Guiana","","Department of Lands and Mines",NaT,""
W,270,Copaifera,Pubiflora,Leguminosae - Caesalpiniaceae,"Purpleheart (Korunurelli variety)","British Guiana","","Department of Lands and Mines",NaT,""
W,271,Copaifera,Pubiflora,Leguminosae - Caesalpiniaceae,"Purpleheart","British Guiana","","",NaT,""
W,272,Corylus,Ameicana,Corylaceae,"Hazelnut","Toronto, Ontario","","",01-Jan-2014,""
W,273,Croton,Insularis,Euphorbiaceae,"Cascarilla bark","Queensland","J.R. Cosgrove","",NaT,""
W,274,Cryptocarya,Mackinniniana,Lauraceae,"Koonjoogaroo","Queensland","J.R. Cosgrove","",NaT,""
W,275,Cryptocarya,Obovata,Lauraceae,"White Walnut","Queensland","J.R. Cosgrove","",NaT,""
W,276,Cryptocarya,Patentinervis,Lauraceae,"Brow Beech","Queensland","J.R. Cosgrove","",NaT,""
W,277,Cryptomeria,Japonica,Taxodiaceae,"Japan Cedar","Natal","J.R. Cosgrove","",NaT,""
W,278,Cupania,Sericolignis,Sapindaceae,"Tuckeroo","Queensland","J.R. Cosgrove","",NaT,""
W,279,Cupressus,Lusitanica,Cupressaceae,"Cedar of Goa","Natal","J.R. Cosgrove","",NaT,""
W,280,Cupressus,Macrocarpa,Cupressaceae,"Scented Cypress","Natal","J.R. Cosgrove","",NaT,""
W,281,Cupressus,Pyramidalis,Cupressaceae,"Upright Cypress","Natal","J.R. Cosgrove","",NaT,""
W,282,Dacrydium,Colensoi,Podocarpaceae,"Silver Pine","New Zealand","J.R. Cosgrove","",NaT,""
W,283,Dacrydium,Colensoi,Podocarpaceae,"Silver Pine","New Zealand","","Forest Services",NaT,""
W,284,Dacrydium,Cupressinum,Podocarpaceae,"Red Pine","New Zealand","","Forest Services",NaT,""
W,285,Dacrydium,Cupressinum,Podocarpaceae,"Unknown","New Zealand","J.R. Cosgrove","",NaT,""
W,286,Dacrydium,Cupressinum,Podocarpaceae,"Unknown","New Zealand","J.R. Cosgrove","",NaT,""
W,287,Dacrydium,Cupressinum,Podocarpaceae,"Red Pine","New Zealand","","Forest Services",NaT,""
W,288,Dacrydium,Elatum,Podocarpaceae,"Unknown","Fiji","J.R. Cosgrove","",NaT,""
W,289,Dalbergia,Latiflolia,Leguminosae - Papilionaceae,"Bombay Blackwood","India","","",NaT,""
W,290,Dalbergia,Melanoxylon,Leguminosae - Papilionaceae,"African Blackwood","East Africa","J.R. Cosgrove","",NaT,""
W,291,Dalbergia,Unknown,Leguminosae - Papilionaceae,"Cocobolo","India","J.R. Cosgrove","",NaT,""
W,292,Dialium,Platysepalum,Leguminosae - Caesalpiniaceae,"Unknown","Kranji","","Strts. Settlements",NaT,""
W,293,Dialum,Unknown,Leguminosae - Caesalpiniaceae,"Unknown","Kranji","","Strts. Settlements",NaT,""
W,294,Dimorphandra,Mora,Leguminosae - Caesalpiniaceae,"Mora (Brown variety)","British Guiana","","Department of Lands and Mines",NaT,""
W,295,Dimorphandra,Mora,Leguminosae - Caesalpiniaceae,"Mora (Brown variety)","British Guiana","","Department of Lands and Mines",NaT,""
W,296,Dimorphandra,Mora,Leguminosae - Caesalpiniaceae,"Mora","British Guiana","","",NaT,""
W,297,Dimorphandra,Mora,Leguminosae - Caesalpiniaceae,"Mora","British Guiana","J.R. Cosgrove","",NaT,""
W,298,Diospyros,Ebenum,Unknown,"Ebony","Ceylon, Sk, Canada","J.R. Cosgrove","",NaT,""
W,299,Diospyros,Melanida,Ebenaceae,"Ebene Mabre","Mauritius","J.R. Cosgrove","",NaT,""
W,300,Diospyros,Mespiliformis,Ebenaceae,"Jugham, Shuma","Sudan","J.R. Cosgrove","",NaT,""
W,301,Diospyros,Tesselaria ?,Ebenaceae,"Mauritius Ebony","Mauritius","J.R. Cosgrove","",NaT,""
W,302,Diospyros,Virginiana,Ebenaceae,"Unknown","","","",NaT,""
